大学,学部名,学科名,日程,入試方式,10桁コード,rank
愛知淑徳大学,心理,心理,共,前期４,3527-04-0174,5
愛知淑徳大学,心理,心理,共,前期３,3527-04-0176,5
愛知淑徳大学,ビジネス,ビジネス,共,前期３,3527-21-0103,5
愛知淑徳大学,ビジネス,ビジネス,共,前期２,3527-21-0104,5
愛知淑徳大学,ビジネス,ビジネス,共,前期３,3527-21-0171,5
愛知淑徳大学,ビジネス,ビジネス,共,プラス,3527-21-0172,5
愛知淑徳大学,ビジネス,ビジネス,共,前期４,3527-21-0173,5
愛知淑徳大学,福祉貢献,福祉／ 社会福,共,前期３,3527-28-0101,5
愛知淑徳大学,福祉貢献,福祉／ 社会福,共,前期２,3527-28-0102,5
愛知淑徳大学,福祉貢献,福祉／ 社会福,共,プラス,3527-28-0172,5
愛知淑徳大学,福祉貢献,福祉／ 社会福,共,前期４,3527-28-0174,5
愛知淑徳大学,福祉貢献,福祉／ 社会福,共,前期３,3527-28-0176,5
愛知淑徳大学,福祉貢献,福祉／ 子ども,共,前期３,3527-28-0201,5
愛知淑徳大学,福祉貢献,福祉／ 子ども,共,前期２,3527-28-0202,5
愛知淑徳大学,福祉貢献,福祉／ 子ども,共,プラス,3527-28-0272,5
愛知淑徳大学,福祉貢献,福祉／ 子ども,共,前期４,3527-28-0274,5
愛知淑徳大学,福祉貢献,福祉／ 子ども,共,前期３,3527-28-0276,5
愛知淑徳大学,教育,教育,共,前期３,3527-30-0101,5
愛知淑徳大学,教育,教育,共,前期２,3527-30-0102,5
愛知淑徳大学,教育,教育,共,プラス,3527-30-0171,5
愛知淑徳大学,教育,教育,共,前期３,3527-30-0172,5
愛知淑徳大学,教育,教育,共,前期４,3527-30-0173,5
愛知淑徳大学,交流文化,交流／ ランゲ,共,前期３,3527-33-0202,5
愛知淑徳大学,交流文化,交流／ ランゲ,共,前期２,3527-33-0203,5
愛知淑徳大学,交流文化,交流／ ランゲ,共,プラス,3527-33-0271,5
愛知淑徳大学,交流文化,交流／ ランゲ,共,前期３,3527-33-0272,5
愛知淑徳大学,交流文化,交流／ ランゲ,共,前期４,3527-33-0273,5
愛知淑徳大学,交流文化,交流／ 観光,共,前期３,3527-33-0302,5
愛知淑徳大学,交流文化,交流／ 観光,共,前期２,3527-33-0303,5
愛知淑徳大学,交流文化,交流／ 観光,共,プラス,3527-33-0371,5
愛知淑徳大学,交流文化,交流／ 観光,共,前期３,3527-33-0372,5
愛知淑徳大学,交流文化,交流／ 観光,共,前期４,3527-33-0373,5
愛知淑徳大学,グローバ,グローバルコ,共,前期３,3527-34-0102,5
愛知淑徳大学,グローバ,グローバルコ,共,前期２,3527-34-0103,5
愛知淑徳大学,グローバ,グローバルコ,共,プラス,3527-34-0171,5
愛知淑徳大学,グローバ,グローバルコ,共,前期３,3527-34-0172,5
愛知淑徳大学,グローバ,グローバルコ,共,前期４,3527-34-0173,5
愛知淑徳大学,人間情報,人間／ 感性工,共,前期３,3527-38-0201,5
愛知淑徳大学,人間情報,人間／ 感性工,共,前期２,3527-38-0202,5
愛知淑徳大学,人間情報,人間／ 感性工,共,プラス,3527-38-0271,5
愛知淑徳大学,人間情報,人間／ 感性工,共,前期３,3527-38-0272,5
愛知淑徳大学,人間情報,人間／ 感性工,共,前期４,3527-38-0273,5
愛知淑徳大学,人間情報,人間／ データ,共,前期３,3527-38-0301,5
愛知淑徳大学,人間情報,人間／ データ,共,前期２,3527-38-0302,5
愛知淑徳大学,人間情報,人間／ データ,共,プラス,3527-38-0371,5
愛知淑徳大学,人間情報,人間／ データ,共,前期３,3527-38-0372,5
愛知淑徳大学,人間情報,人間／ データ,共,前期４,3527-38-0373,5
愛知淑徳大学,人間情報,人間／ 数学情,共,前期３,3527-38-0401,5
愛知淑徳大学,人間情報,人間／ 数学情,共,前期２,3527-38-0402,5
愛知淑徳大学,人間情報,人間／ 数学情,共,プラス,3527-38-0471,5
愛知淑徳大学,人間情報,人間／ 数学情,共,前期３,3527-38-0472,5
愛知淑徳大学,人間情報,人間／ 数学情,共,前期４,3527-38-0473,5
愛知淑徳大学,建築,建築／ 建築ま,共,前期３,3527-47-0101,5
愛知淑徳大学,建築,建築／ 建築ま,共,前期２,3527-47-0102,5
愛知淑徳大学,建築,建築／ 建築ま,共,プラス,3527-47-0171,5
愛知淑徳大学,建築,建築／ 建築ま,共,前期３,3527-47-0172,5
愛知淑徳大学,建築,建築／ 建築ま,共,前期４,3527-47-0173,5
愛知淑徳大学,建築,建築／ 住居イ,共,前期３,3527-47-0201,5
愛知淑徳大学,建築,建築／ 住居イ,共,前期２,3527-47-0202,5
愛知淑徳大学,建築,建築／ 住居イ,共,プラス,3527-47-0271,5
愛知淑徳大学,建築,建築／ 住居イ,共,前期３,3527-47-0272,5
愛知淑徳大学,建築,建築／ 住居イ,共,前期４,3527-47-0273,5
愛知淑徳大学,健康医療,医療／ 言語聴,共,前期３,3527-65-0101,5
愛知淑徳大学,健康医療,医療／ 言語聴,共,前期２,3527-65-0102,5
愛知淑徳大学,健康医療,医療／ 言語聴,共,プラス,3527-65-0172,5
愛知淑徳大学,健康医療,医療／ 言語聴,共,前期４,3527-65-0174,5
愛知淑徳大学,健康医療,医療／ 言語聴,共,前期３,3527-65-0176,5
愛知淑徳大学,健康医療,医療／ 視覚科,共,前期３,3527-65-0201,5
愛知淑徳大学,健康医療,医療／ 視覚科,共,前期２,3527-65-0202,5
愛知淑徳大学,健康医療,医療／ 視覚科,共,プラス,3527-65-0272,5
愛知淑徳大学,健康医療,医療／ 視覚科,共,前期４,3527-65-0274,5
愛知淑徳大学,健康医療,医療／ 視覚科,共,前期３,3527-65-0276,5
愛知淑徳大学,健康医療,スポ／ スポー,共,前期２,3527-65-0502,5
愛知淑徳大学,健康医療,スポ／ スポー,共,前期３,3527-65-0503,5
愛知淑徳大学,健康医療,スポ／ スポー,共,プラス,3527-65-0571,5
愛知淑徳大学,健康医療,スポ／ スポー,共,前期３,3527-65-0572,5
愛知淑徳大学,健康医療,スポ／ スポー,共,前期４,3527-65-0573,5
愛知淑徳大学,健康医療,スポ／ 救急救,共,前期２,3527-65-0602,5
愛知淑徳大学,健康医療,スポ／ 救急救,共,前期３,3527-65-0603,5
愛知淑徳大学,健康医療,スポ／ 救急救,共,プラス,3527-65-0671,5
愛知淑徳大学,健康医療,スポ／ 救急救,共,前期３,3527-65-0672,5
愛知淑徳大学,健康医療,スポ／ 救急救,共,前期４,3527-65-0673,5
愛知淑徳大学,健康医療,医療／ 理学療,共,前期３,3527-65-0701,5
愛知淑徳大学,健康医療,医療／ 理学療,共,前期２,3527-65-0702,5
愛知淑徳大学,健康医療,医療／ 理学療,共,プラス,3527-65-0771,5
愛知淑徳大学,健康医療,医療／ 理学療,共,前期３,3527-65-0772,5
愛知淑徳大学,健康医療,医療／ 理学療,共,前期４,3527-65-0773,5
愛知淑徳大学,健康医療,医療／ 臨床検,共,前期３,3527-65-0801,5
愛知淑徳大学,健康医療,医療／ 臨床検,共,前期２,3527-65-0802,5
愛知淑徳大学,健康医療,医療／ 臨床検,共,プラス,3527-65-0871,5
愛知淑徳大学,健康医療,医療／ 臨床検,共,前期３,3527-65-0872,5
愛知淑徳大学,健康医療,医療／ 臨床検,共,前期４,3527-65-0873,5
愛知淑徳大学,食健康科,健康栄養,共,前期３,3527-79-0101,5
愛知淑徳大学,食健康科,健康栄養,共,前期２,3527-79-0102,5
愛知淑徳大学,食健康科,健康栄養,共,プラス,3527-79-0171,5
愛知淑徳大学,食健康科,健康栄養,共,前期３,3527-79-0172,5
愛知淑徳大学,食健康科,健康栄養,共,前期４,3527-79-0173,5
愛知淑徳大学,食健康科,食創造科学,共,前期３,3527-79-0201,5
愛知淑徳大学,食健康科,食創造科学,共,前期２,3527-79-0202,5
愛知淑徳大学,食健康科,食創造科学,共,プラス,3527-79-0271,5
愛知淑徳大学,食健康科,食創造科学,共,前期３,3527-79-0272,5
愛知淑徳大学,食健康科,食創造科学,共,前期４,3527-79-0273,5
愛知淑徳大学,創造表現,創造／ 創作表,共,前期３,3527-83-0202,5
愛知淑徳大学,創造表現,創造／ 創作表,共,前期２,3527-83-0203,5
愛知淑徳大学,創造表現,創造／ 創作表,共,プラス,3527-83-0271,5
愛知淑徳大学,創造表現,創造／ 創作表,共,前期３,3527-83-0272,5
愛知淑徳大学,創造表現,創造／ 創作表,共,前期４,3527-83-0273,5
愛知淑徳大学,創造表現,創造／ メディ,共,前期３,3527-83-0302,5
愛知淑徳大学,創造表現,創造／ メディ,共,前期２,3527-83-0303,5
愛知淑徳大学,創造表現,創造／ メディ,共,プラス,3527-83-0371,5
愛知淑徳大学,創造表現,創造／ メディ,共,前期３,3527-83-0372,5
愛知淑徳大学,創造表現,創造／ メディ,共,前期４,3527-83-0373,5
愛知東邦大学,経営,,,前期Ａ,3557-19-0001,5
愛知東邦大学,経営,,,前期Ｂ,3557-19-0002,5
愛知東邦大学,経営,,共,前期,3557-19-0071,5
愛知東邦大学,教育,子ども発達,共,前期Ａ,3557-30-0101,5
愛知東邦大学,教育,子ども発達,共,前期Ｂ,3557-30-0102,5
愛知東邦大学,教育,子ども発達,共,前期,3557-30-0171,5
愛知東邦大学,人間健康,人間健康,共,前期Ａ,3557-64-0101,5
愛知東邦大学,人間健康,人間健康,共,前期Ｂ,3557-64-0102,5
愛知東邦大学,人間健康,人間健康,共,前期,3557-64-0171,5
愛知文教大学,人文,人文,,前期２,3551-02-0101,5
愛知文教大学,人文,人文,,前期３,3551-02-0104,5
愛知文教大学,人文,人文,共,前期,3551-02-0171,5
愛知文教大学,人文,人文,共,プラ前,3551-02-0176,5
愛知みずほ大学,人間科学,心身健康科学,,前期,3528-37-0403,5
愛知みずほ大学,人間科学,心身健康科学,共,前期,3528-37-0471,5
会津大学,コン理工,コンピュータ,前,Ａ,2040-47-0311,1
会津大学,コン理工,コンピュータ,前,Ｂ,2040-47-0312,1
藍野大学,医療保健,理学療法,,前期２,3667-64-0201,5
藍野大学,医療保健,理学療法,,前期３,3667-64-0205,5
藍野大学,医療保健,理学療法,共,前期,3667-64-0271,5
藍野大学,医療保健,作業療法,共,前期２,3667-64-0301,5
藍野大学,医療保健,作業療法,共,前期３,3667-64-0305,5
藍野大学,医療保健,作業療法,共,前期,3667-64-0371,5
藍野大学,医療保健,臨床工,共,前期２,3667-64-0404,5
藍野大学,医療保健,臨床工,共,前期３,3667-64-0405,5
藍野大学,医療保健,臨床工,共,前期,3667-64-0471,5
藍野大学,医療保健,健康科学,共,前期２,3667-64-0501,5
藍野大学,医療保健,健康科学,共,前期３,3667-64-0502,5
藍野大学,医療保健,健康科学,共,前期,3667-64-0571,5
藍野大学,看護,看護,共,前期２,3667-65-0101,5
藍野大学,看護,看護,共,前期３,3667-65-0102,5
藍野大学,看護,看護,共,前期,3667-65-0171,5
青森大学,総合経営,経営,,第Ⅰ期,3041-21-0101,5
青森大学,総合経営,経営,共,前期,3041-21-0171,5
青森大学,ソフトウ,ソフトウェア,共,第Ⅰ期,3041-47-0101,5
青森大学,ソフトウ,ソフトウェア,共,前期,3041-47-0171,5
青森大学,薬,薬,共,第Ⅰ期,3041-61-0101,5
青森大学,薬,薬,共,前期,3041-61-0171,5
青森県立保健大学,健康科学,看護,前,,2013-64-0110,5
青森県立保健大学,健康科学,看護,後,,2013-64-0120,5
青森県立保健大学,健康科学,理学療法,前,,2013-64-0210,5
青森県立保健大学,健康科学,理学療法,後,,2013-64-0220,5
青森県立保健大学,健康科学,社会福祉,前,,2013-64-0310,5
青森県立保健大学,健康科学,社会福祉,後,,2013-64-0320,5
青森県立保健大学,健康科学,栄養,前,,2013-64-0410,5
青森県立保健大学,健康科学,栄養,後,,2013-64-0420,5
青森公立大学,経営経済,経営,前,国数,2015-21-0211,5
青森公立大学,経営経済,経営,前,国英,2015-21-0212,5
青森公立大学,経営経済,経営,後,国英,2015-21-0220,5
青森公立大学,経営経済,経済,前,国数,2015-21-0311,5
青森公立大学,経営経済,経済,前,国英,2015-21-0312,5
青森公立大学,経営経済,経済,後,国英,2015-21-0320,5
青森公立大学,経営経済,地域みらい,前,国数,2015-21-0411,5
青森公立大学,経営経済,地域みらい,前,国英,2015-21-0412,5
青森中央学院大学,経営法,経営法,,第１期,3046-21-0101,5
青森中央学院大学,経営法,経営法,共,第１期,3046-21-0174,5
青森中央学院大学,看護,看護,共,第１期,3046-64-0101,5
青森中央学院大学,看護,看護,共,第１期,3046-64-0171,5
青山学院大学,文,英米文,,個別Ｂ,3231-01-0102,3
青山学院大学,文,英米文,,全学部,3231-01-0103,3
青山学院大学,文,英米文,,個別Ｃ,3231-01-0104,3
青山学院大学,文,英米文,,個別Ｄ,3231-01-0105,3
青山学院大学,文,英米文,共,３科目,3231-01-0171,3
青山学院大学,文,英米文,共,個別Ａ,3231-01-0172,3
青山学院大学,文,英米文,共,４科目,3231-01-0173,3
青山学院大学,文,史学,共,全学部,3231-01-0302,3
青山学院大学,文,史学,共,３科目,3231-01-0371,3
青山学院大学,文,史学,共,個別,3231-01-0372,3
青山学院大学,文,史学,共,６科目,3231-01-0373,3
青山学院大学,文,日本文,共,全学部,3231-01-0403,3
青山学院大学,文,日本文,共,全学部,3231-01-0471,3
青山学院大学,文,日本文,共,個別Ａ,3231-01-0472,3
青山学院大学,文,日本文,共,個別Ｂ,3231-01-0473,3
青山学院大学,文,フランス文,共,全学部,3231-01-0503,3
青山学院大学,文,フランス文,共,全学部,3231-01-0571,3
青山学院大学,文,フランス文,共,個別Ａ,3231-01-0572,3
青山学院大学,文,フランス文,共,個別Ｂ,3231-01-0573,3
青山学院大学,文,比較芸術,共,全学部,3231-01-0701,3
青山学院大学,文,比較芸術,共,全学部,3231-01-0771,3
青山学院大学,文,比較芸術,共,個別,3231-01-0772,3
青山学院大学,総合文化,総合文化政策,共,全学部,3231-03-0103,3
青山学院大学,総合文化,総合文化政策,共,３科目,3231-03-0171,3
青山学院大学,総合文化,総合文化政策,共,個別Ａ,3231-03-0173,3
青山学院大学,総合文化,総合文化政策,共,個別Ｂ,3231-03-0174,3
青山学院大学,総合文化,総合文化政策,共,４科目,3231-03-0175,3
青山学院大学,総合文化,総合文化政策,共,５科目,3231-03-0176,3
青山学院大学,法,法,共,全学部,3231-12-0304,3
青山学院大学,法,法,共,５科目,3231-12-0371,3
青山学院大学,法,法,共,３科目,3231-12-0373,3
青山学院大学,法,法,共,個別Ａ,3231-12-0375,3
青山学院大学,法,法,共,個別Ｂ,3231-12-0376,3
青山学院大学,法,ヒューマンラ,共,全学部,3231-12-0401,3
青山学院大学,法,ヒューマンラ,共,３科目,3231-12-0471,3
青山学院大学,法,ヒューマンラ,共,個別Ａ,3231-12-0472,3
青山学院大学,法,ヒューマンラ,共,個別Ｂ,3231-12-0473,3
青山学院大学,法,ヒューマンラ,共,５科目,3231-12-0474,3
青山学院大学,国際政経,国際経済,共,個別Ｂ,3231-13-0201,3
青山学院大学,国際政経,国際経済,共,全学部,3231-13-0207,3
青山学院大学,国際政経,国際経済,共,個別Ａ,3231-13-0271,3
青山学院大学,国際政経,国際経済,共,４科目,3231-13-0272,3
青山学院大学,国際政経,国際経済,共,３科目,3231-13-0273,3
青山学院大学,国際政経,国際経済,共,５科目,3231-13-0274,3
青山学院大学,国際政経,国際政治,共,個別Ｂ,3231-13-0303,3
青山学院大学,国際政経,国際政治,共,全学部,3231-13-0305,3
青山学院大学,国際政経,国際政治,共,個別Ａ,3231-13-0371,3
青山学院大学,国際政経,国際政治,共,４科目,3231-13-0372,3
青山学院大学,国際政経,国際政治,共,３科目,3231-13-0373,3
青山学院大学,国際政経,国際政治,共,５科目,3231-13-0374,3
青山学院大学,国際政経,国際コミュニ,共,個別Ｂ,3231-13-0402,3
青山学院大学,国際政経,国際コミュニ,共,全学部,3231-13-0404,3
青山学院大学,国際政経,国際コミュニ,共,３科目,3231-13-0471,3
青山学院大学,国際政経,国際コミュニ,共,５科目,3231-13-0472,3
青山学院大学,国際政経,国際コミュニ,共,個別Ａ,3231-13-0473,3
青山学院大学,経済,経済,共,個別Ａ,3231-18-0101,3
青山学院大学,経済,経済,共,個別Ｂ,3231-18-0102,3
青山学院大学,経済,経済,共,全学部,3231-18-0104,3
青山学院大学,経済,経済,共,全学部,3231-18-0171,3
青山学院大学,経済,現代経済デザ,共,個別Ａ,3231-18-0201,3
青山学院大学,経済,現代経済デザ,共,個別Ｂ,3231-18-0202,3
青山学院大学,経済,現代経済デザ,共,全学部,3231-18-0203,3
青山学院大学,経済,現代経済デザ,共,全学部,3231-18-0272,3
青山学院大学,経営,経営,共,全学部,3231-19-0104,3
青山学院大学,経営,経営,共,全学部,3231-19-0171,3
